"Order  #","Ext","Customer Code","Ship To","Ship To Name","Location","Customer PO No","Carrier","FOB","Attention","Tax Code","Terms","Currency","Total Order Amt","Total Tax","Total Discount","Freight Amt","Total Invoice","Invoice No","Invoice Date","Enter Date","Sch Ship Date","Ship Date","Status","Who Enter","Blanket","Multiple Ship To","Customer Name (from master)"
"1972080","0","C0002208","3212NC","Bills","NYC","6893620","Kubra","DEST","","E","N0","USD","5570.74","0","0","0","5570.74","INV0217301","2025-09-03","2025-08-01 14:00","2025-08-01 14:00","2025-08-31","Shipped/Transferred","sa","No","No","Washington Suburban Sanitary Commission"
"1972232","0","C0002209","3347NC","Bill","NYC","6893936","Kubra","DEST","","E","N0","USD","10.36","0","0","0","10.36","INV0217304","2025-09-03","2025-08-01 20:09","2025-08-01 20:09","2025-08-31","Shipped/Transferred","sa","No","No","Duquesne Light Company"
"1972217","0","C0002209","3348NC","Reprint","NYC","6893895","Kubra","DEST","","E","N0","USD","9.02","0","0","0","9.02","INV0217305","2025-09-03","2025-08-01 20:02","2025-08-01 20:02","2025-08-31","Shipped/Transferred","sa","No","No","Duquesne Light Company"
"1972216","0","C0002209","3427NC","Reprint PDF","NYC","6893894","Kubra","DEST","","E","N0","USD","1.79","0","0","0","1.79","INV0217307","2025-09-03","2025-08-01 20:02","2025-08-01 20:02","2025-08-31","Shipped/Transferred","sa","No","No","Duquesne Light Company"
"1971845","0","C0002209","3221NC","Top Address Letter","NYC","6893228","Kubra","DEST","","E","N0","USD","6674.18","0","0","0","6674.18","INV0216106","2025-08-04","2025-08-01 8:04","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Duquesne Light Company"
"1971694","0","C0002209","3221NC","Top Address Letter","NYC","6892473","Kubra","DEST","","E","N0","USD","122.45","0","0","0","122.45","INV0217302","2025-09-03","2025-08-01 5:20","2025-08-01 5:20","2025-08-31","Shipped/Transferred","sa","No","No","Duquesne Light Company"
"1971626","0","C0002209","3361NC","Flowing Letters XML","NYC","6892472","Kubra","DEST","","E","N0","USD","137.62","0","0","0","137.62","INV0217306","2025-09-03","2025-08-01 2:39","2025-08-01 2:39","2025-08-31","Shipped/Transferred","sa","No","No","Duquesne Light Company"
"1971625","0","C0002209","3346NC","Coupon Letters XML","NYC","6892471","Kubra","DEST","","E","N0","USD","223.31","0","0","0","223.31","INV0217303","2025-09-03","2025-08-01 2:38","2025-08-01 2:38","2025-08-31","Shipped/Transferred","sa","No","No","Duquesne Light Company"
"1971590","0","C0002209","3347NC","Bill","NYC","6892384","Kubra","DEST","","E","N0","USD","2411.04","0","0","0","2411.04","INV0217304","2025-09-03","2025-08-01 2:23","2025-08-01 2:23","2025-08-31","Shipped/Transferred","sa","No","No","Duquesne Light Company"
"1971476","0","C0002209","3262NC","AFP Bills","NYC","5025795","Kubra","DEST","","E","N0","USD","400","0","0","0","400","INV0215892","2025-08-04 2:16","2025-08-01 0:51","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Duquesne Light Company"
"1971824","0","C0002213","2060DL","iDoxs","DAL","6893200","Kubra","DEST","","E","N0","USD","0","0","0","0","0","INV0216319","2025-08-04","2025-08-01 7:51","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Colorado Springs Utilities"
"1971823","0","C0002213","2060DL","iDoxs","DAL","6893199","Kubra","DEST","","E","N0","USD","0","0","0","0","0","INV0216319","2025-08-04","2025-08-01 7:50","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Colorado Springs Utilities"
"1972355","0","C0002214","3111DL","Bill","DAL","6894147","Kubra","DEST","","E","N0","USD","3.65","0","0","0","3.65","INV0216750","2025-09-02","2025-08-01 23:13","2025-08-01 23:13","2025-08-31","Shipped/Transferred","sa","No","No","CPS Energy"
"1972311","0","C0002214","3108DL","BottomAddressLetter","DAL","6894095","Kubra","DEST","","E","N0","USD","0.2","0","0","0","0.2","INV0216748","2025-09-02","2025-08-01 22:25","2025-08-01 22:25","2025-08-31","Shipped/Transferred","sa","No","No","CPS Energy"
"1972250","0","C0002214","3111DL","Bill","DAL","","Kubra","DEST","","E","N0","USD","828.25","0","0","0","828.25","INV0215796","2025-08-01 21:03","2025-08-01 20:52","2025-07-31","2025-07-31","Shipped/Transferred","FMarquez","No","No","CPS Energy"
"1972229","0","C0002214","3111DL","Bill","DAL","6893926","Kubra","DEST","","E","N0","USD","2.18","0","0","0","2.18","INV0216750","2025-09-02","2025-08-01 20:07","2025-08-01 20:07","2025-08-31","Shipped/Transferred","sa","No","No","CPS Energy"
"1972227","0","C0002214","3108DL","BottomAddressLetter","DAL","6893925","Kubra","DEST","","E","N0","USD","0.09","0","0","0","0.09","INV0216748","2025-09-02","2025-08-01 20:07","2025-08-01 20:07","2025-08-31","Shipped/Transferred","sa","No","No","CPS Energy"
"1972013","0","C0002214","3111DL","Bill","DAL","6893210","Kubra","DEST","","E","N0","USD","15971.77","0","0","0","15971.77","INV0215806","2025-08-01","2025-08-01 13:03","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","CPS Energy"
"1971963","0","C0002214","3176DL","Reprint","DAL","6893420","Kubra","DEST","","E","N0","USD","5.01","0","0","0","5.01","INV0216752","2025-09-02","2025-08-01 9:50","2025-08-01 9:50","2025-08-31","Shipped/Transferred","sa","No","No","CPS Energy"
"1971696","0","C0002214","3108DL","BottomAddressLetter","DAL","6892540","Kubra","DEST","","E","N0","USD","1044.56","0","0","0","1044.56","INV0216748","2025-09-02","2025-08-01 5:20","2025-08-01 5:20","2025-08-31","Shipped/Transferred","sa","No","No","CPS Energy"
"1971689","0","C0002214","3108DL","BottomAddressLetter","DAL","6892891","Kubra","DEST","","E","N0","USD","125.42","0","0","0","125.42","INV0216748","2025-09-02","2025-08-01 4:36","2025-08-01 4:36","2025-08-31","Shipped/Transferred","sa","No","No","CPS Energy"
"1971651","0","C0002214","3109DL","TopAddressLetter","DAL","6892569","Kubra","DEST","","E","N0","USD","109.16","0","0","0","109.16","INV0216749","2025-09-02","2025-08-01 3:08","2025-08-01 3:08","2025-08-31","Shipped/Transferred","sa","No","No","CPS Energy"
"1971634","0","C0002214","3108DL","BottomAddressLetter","DAL","6892545","Kubra","DEST","","E","N0","USD","78.2","0","0","0","78.2","INV0216748","2025-09-02","2025-08-01 2:43","2025-08-01 2:43","2025-08-31","Shipped/Transferred","sa","No","No","CPS Energy"
"1971632","0","C0002214","3111DL","Bill","DAL","6892542","Kubra","DEST","","E","N0","USD","12.59","0","0","0","12.59","INV0216750","2025-09-02","2025-08-01 2:42","2025-08-01 2:42","2025-08-31","Shipped/Transferred","sa","No","No","CPS Energy"
"1971631","0","C0002214","3109DL","TopAddressLetter","DAL","6892541","Kubra","DEST","","E","N0","USD","22.67","0","0","0","22.67","INV0216749","2025-09-02","2025-08-01 2:42","2025-08-01 2:42","2025-08-31","Shipped/Transferred","sa","No","No","CPS Energy"
"1971628","0","C0002214","3111DL","Bill","DAL","6892489","Kubra","DEST","","E","N0","USD","0.1","0","0","0","0.1","INV0216750","2025-09-02","2025-08-01 2:40","2025-08-01 2:40","2025-08-31","Shipped/Transferred","sa","No","No","CPS Energy"
"1971608","0","C0002214","3111DL","Bill","DAL","6892424","Kubra","DEST","","E","N0","USD","0.34","0","0","0","0.34","INV0216750","2025-09-02","2025-08-01 2:30","2025-08-01 2:30","2025-08-31","Shipped/Transferred","sa","No","No","CPS Energy"
"1971567","0","C0002214","3111DL","Bill","DAL","6892356","Kubra","DEST","","E","N0","USD","245.7","0","0","0","245.7","INV0216750","2025-09-02","2025-08-01 1:39","2025-08-01 1:39","2025-08-31","Shipped/Transferred","sa","No","No","CPS Energy"
"1971543","0","C0002214","3111DL","Bill","DAL","6892315","Kubra","DEST","","E","N0","USD","4.15","0","0","0","4.15","INV0216750","2025-09-02","2025-08-01 1:27","2025-08-01 1:27","2025-08-31","Shipped/Transferred","sa","No","No","CPS Energy"
"1971540","0","C0002214","3112DL","Collective Bill","DAL","6892314","Kubra","DEST","","E","N0","USD","51.8","0","0","0","51.8","INV0216751","2025-09-02","2025-08-01 1:27","2025-08-01 1:27","2025-08-31","Shipped/Transferred","sa","No","No","CPS Energy"
"1972331","0","C0002215","3430DL","Statements 2020","DAL","6894109","Kubra","DEST","","E","N0","USD","1183.92","0","0","0","1183.92","INV0217309","2025-09-03","2025-08-01 23:05","2025-08-01 23:05","2025-08-31","Shipped/Transferred","sa","No","No","Colorado Springs Utilities"
"1972081","0","C0002216","3218NC","Letters","NYC","6893622","Kubra","DEST","","E","N0","USD","1397.65","0","0","0","1397.65","INV0217310","2025-09-03","2025-08-01 14:00","2025-08-01 14:00","2025-08-31","Shipped/Transferred","sa","No","No","Washington Suburban Sanitary Commission"
"1972079","0","C0002217","3230NC","Top Ad Letters","NYC","6893619","Kubra","DEST","","E","N0","USD","339.23","0","0","0","339.23","INV0217311","2025-09-03","2025-08-01 13:59","2025-08-01 13:59","2025-08-31","Shipped/Transferred","sa","No","No","Washington Suburban Sanitary Commission"
"1972203","0","C0002218","3273NC","Retail Bills","NYC","6893885","Kubra","DEST","","E7","N0","USD","4962.16","60.46","0","0","5022.62","INV0217313","2025-09-03","2025-08-01 19:18","2025-08-01 19:18","2025-08-31","Shipped/Transferred","sa","No","No","Elizabethtown Gas"
"1971846","0","C0002218","3273NC","Retail Bills","NYC","6893231","Kubra","DEST","","E7","N0","USD","1232.73","0","0","0","1232.73","INV0216579","2025-08-04","2025-08-01 8:05","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Elizabethtown Gas"
"1971477","0","C0002218","3273NC","Retail Bills","NYC","5025798","Kubra","DEST","","E7","N0","USD","370","0","0","0","370","INV0215893","2025-08-04 2:16","2025-08-01 0:51","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Elizabethtown Gas"
"1972269","0","C0002221","3261NC","Letters","NYC","6894016","Kubra","DEST","","E7","N0","USD","271.08","2.26","0","0","273.34","INV0217314","2025-09-03","2025-08-01 21:33","2025-08-01 21:33","2025-08-31","Shipped/Transferred","sa","No","No","Elizabethtown Gas"
"1971731","0","C0002225","2134LA","Notice","LA","6892911","Kubra","DEST","","E13","N0","USD","728.97","52.33","0","0","781.3","INV0217315","2025-09-03","2025-08-01 6:06","2025-08-01 6:06","2025-08-31","Shipped/Transferred","sa","No","No","Sacramento Municipal Utility District"
"1971855","0","C0002227","3234NC","Invoice","NYC","6893244","Kubra","DEST","","E","N0","USD","0","0","0","0","0","INV0216063","2025-08-04","2025-08-01 8:13","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Jumpstart Automotive Media"
"1971939","0","C0002231","2989DL","Driver US","DAL","6892953","Kubra","DEST","","E","N0","USD","0.87","0","0","0","0.87","INV0216769","2025-09-02","2025-08-01 9:37","2025-08-01 9:37","2025-08-31","Shipped/Transferred","sa","No","No","Cox Graphic Services"
"1972240","0","C0002234","3296DL","Bills DEF","DAL","6893958","Kubra","DEST","","E","N0","USD","853.15","0","0","0","853.15","INV0217319","2025-09-03","2025-08-01 20:47","2025-08-01 20:47","2025-08-31","Shipped/Transferred","sa","No","No","Duke Energy"
"1972233","0","C0002234","3296DL","Bills DEF","DAL","6893940","Kubra","DEST","","E","N0","USD","32.08","0","0","0","32.08","INV0217319","2025-09-03","2025-08-01 20:09","2025-08-01 20:09","2025-08-31","Shipped/Transferred","sa","No","No","Duke Energy"
"1972134","0","C0002234","2234NC","idoxs - DukeSE","NYC","","Kubra","DEST","","E","N0","USD","95133.09","0","0","0","95133.09","INV0215929","2025-08-04 2:23","2025-08-01 16:24","2025-07-31","2025-07-31","Shipped/Transferred","FMarquez","No","No","Duke Energy"
"1971843","0","C0002234","2234NC","idoxs - DukeSE","NYC","6893226","Kubra","DEST","","E","N0","USD","108013.62","0","0","0","108013.62","INV0216355","2025-08-04","2025-08-01 8:03","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Duke Energy"
"1971508","0","C0002234","3296DL","Bills DEF","DAL","6892255","Kubra","DEST","","E","N0","USD","2401.55","0","0","0","2401.55","INV0217319","2025-09-03","2025-08-01 1:13","2025-08-01 1:13","2025-08-31","Shipped/Transferred","sa","No","No","Duke Energy"
"1972265","0","C0002235","3295NC","Bills DEC","NYC","6893969","Kubra","DEST","","E","N0","USD","1247.3","0","0","0","1247.3","INV0216722","2025-08-30","2025-08-01 21:31","2025-08-01 21:31","2025-08-31","Shipped/Transferred","sa","No","No","Duke Energy"
"1972261","0","C0002235","3295NC","Bills DEC","NYC","","Kubra","DEST","","E","N0","USD","2488","0","0","0","2488","INV0216577","2025-08-04","2025-08-01 21:15","2025-07-31","2025-07-31","Shipped/Transferred","FMarquez","No","No","Duke Energy"
"1972249","0","C0002235","3295NC","Bills DEC","NYC","6893970","Kubra","DEST","","E","N0","USD","21.88","0","0","0","21.88","INV0216722","2025-08-30","2025-08-01 20:50","2025-08-01 20:50","2025-08-31","Shipped/Transferred","sa","No","No","Duke Energy"
"1971589","0","C0002235","3295NC","Bills DEC","NYC","6892353","Kubra","DEST","","E","N0","USD","2427.32","0","0","0","2427.32","INV0216722","2025-08-30","2025-08-01 2:22","2025-08-01 2:22","2025-08-31","Shipped/Transferred","sa","No","No","Duke Energy"
"1971514","0","C0002235","3295NC","Bills DEC","NYC","6892285","Kubra","DEST","","E","N0","USD","1647.36","0","0","0","1647.36","INV0216722","2025-08-30","2025-08-01 1:16","2025-08-01 1:16","2025-08-31","Shipped/Transferred","sa","No","No","Duke Energy"
"1971512","0","C0002235","3295NC","Bills DEC","NYC","6892280","Kubra","DEST","","E","N0","USD","2246.33","0","0","0","2246.33","INV0216722","2025-08-30","2025-08-01 1:15","2025-08-01 1:15","2025-08-31","Shipped/Transferred","sa","No","No","Duke Energy"
"1971509","0","C0002235","3295NC","Bills DEC","NYC","6892259","Kubra","DEST","","E","N0","USD","3028.69","0","0","0","3028.69","INV0216722","2025-08-30","2025-08-01 1:13","2025-08-01 1:13","2025-08-31","Shipped/Transferred","sa","No","No","Duke Energy"
"1972246","0","C0002236","3297NC","Bills DEMW","NYC","6893967","Kubra","DEST","","E","N0","USD","827.53","0","0","0","827.53","INV0216723","2025-08-30","2025-08-01 20:49","2025-08-01 20:49","2025-08-31","Shipped/Transferred","sa","No","No","Duke Energy"
"1972243","0","C0002236","3297NC","Bills DEMW","NYC","6893964","Kubra","DEST","","E","N0","USD","387.38","0","0","0","387.38","INV0216723","2025-08-30","2025-08-01 20:48","2025-08-01 20:48","2025-08-31","Shipped/Transferred","sa","No","No","Duke Energy"
"1972241","0","C0002236","3297NC","Bills DEMW","NYC","6893962","Kubra","DEST","","E","N0","USD","424.14","0","0","0","424.14","INV0216723","2025-08-30","2025-08-01 20:47","2025-08-01 20:47","2025-08-31","Shipped/Transferred","sa","No","No","Duke Energy"
"1972236","0","C0002236","3297NC","Bills DEMW","NYC","6893945","Kubra","DEST","","E","N0","USD","10.41","0","0","0","10.41","INV0216723","2025-08-30","2025-08-01 20:11","2025-08-01 20:11","2025-08-31","Shipped/Transferred","sa","No","No","Duke Energy"
"1972235","0","C0002236","3297NC","Bills DEMW","NYC","6893944","Kubra","DEST","","E","N0","USD","4.84","0","0","0","4.84","INV0216723","2025-08-30","2025-08-01 20:10","2025-08-01 20:10","2025-08-31","Shipped/Transferred","sa","No","No","Duke Energy"
"1972234","0","C0002236","3297NC","Bills DEMW","NYC","6893942","Kubra","DEST","","E","N0","USD","16.62","0","0","0","16.62","INV0216723","2025-08-30","2025-08-01 20:10","2025-08-01 20:10","2025-08-31","Shipped/Transferred","sa","No","No","Duke Energy"
"1972130","0","C0002236","3297NC","Bills DEMW","NYC","","Kubra","DEST","","E","N0","USD","735.5","0","0","0","735.5","INV0216524","2025-08-04","2025-08-01 16:21","2025-07-31","2025-07-31","Shipped/Transferred","FMarquez","No","No","Duke Energy"
"1971513","0","C0002236","3297NC","Bills DEMW","NYC","6892284","Kubra","DEST","","E","N0","USD","3199.16","0","0","0","3199.16","INV0216723","2025-08-30","2025-08-01 1:16","2025-08-01 1:16","2025-08-31","Shipped/Transferred","sa","No","No","Duke Energy"
"1971510","0","C0002236","3297NC","Bills DEMW","NYC","6892278","Kubra","DEST","","E","N0","USD","2501.08","0","0","0","2501.08","INV0216723","2025-08-30","2025-08-01 1:14","2025-08-01 1:14","2025-08-31","Shipped/Transferred","sa","No","No","Duke Energy"
"1971670","0","C0002241","3282DL","Color Statement","DAL","6892882","Kubra","DEST","","E","N0","USD","6.84","0","0","0","6.84","INV0216734","2025-09-01","2025-08-01 3:53","2025-08-01 3:53","2025-08-31","Shipped/Transferred","sa","No","No","Eaton Form - R&L Carriers"
"1971640","0","C0002241","3282DL","Color Statement","DAL","","Kubra","DEST","","E","N0","USD","195","0","0","0","195","INV0215766","2025-08-01","2025-08-01 2:46","2025-07-31","2025-07-31","Shipped/Transferred","rahmed","No","No","Eaton Form - R&L Carriers"
"1971635","0","C0002241","3282DL","Color Statement","DAL","6892546","Kubra","DEST","","E","N0","USD","0","0","0","0","0","INV0216734","2025-09-01","2025-08-01 2:43","2025-08-01 2:43","2025-08-31","Shipped/Transferred","sa","No","No","Eaton Form - R&L Carriers"
"1971629","0","C0002241","3282DL","Color Statement","DAL","6892501","Kubra","DEST","","E","N0","USD","0","0","0","0","0","INV0216734","2025-09-01","2025-08-01 2:40","2025-08-01 2:40","2025-08-31","Shipped/Transferred","sa","No","No","Eaton Form - R&L Carriers"
"1971585","0","C0002241","3282DL","Color Statement","DAL","","Kubra","DEST","","E","N0","USD","169.07","0","0","0","169.07","INV0215766","2025-08-01","2025-08-01 2:03","2025-07-31","2025-07-31","Shipped/Transferred","rahmed","No","No","Eaton Form - R&L Carriers"
"1971874","0","C0002244","3342NC","iDoxs","NYC","6893274","Kubra","DEST","","E7","N0","USD","2085.83","0","0","0","2085.83","INV0216377","2025-08-04","2025-08-01 8:25","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","New York State Insurance Fund"
"1971622","0","C0002244","3342NC","iDoxs","NYC","6892445","Kubra","DEST","","E7","N0","USD","0","0","0","0","0","INV0217323","2025-09-03","2025-08-01 2:36","2025-08-01 2:36","2025-08-31","Shipped/Transferred","sa","No","No","New York State Insurance Fund"
"1971836","0","C0002246","3352NC","DC OAH","NYC","6893218","Kubra","DEST","","E","N0","USD","6.9","0","0","0","6.9","INV0216268","2025-08-04","2025-08-01 7:59","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Citibank, NA"
"1972204","0","C0002248","3314DL","GCWW Invoice","DAL","6893886","Kubra","DEST","","E","N0","USD","209.77","0","0","0","209.77","INV0217325","2025-09-03","2025-08-01 19:19","2025-08-01 19:19","2025-08-31","Shipped/Transferred","sa","No","No","Greater Cincinnati Water Works"
"1971937","0","C0002248","3318DL","GCWW Bottom Address Letter","DAL","6892917","Kubra","DEST","","E","N0","USD","42.68","0","0","0","42.68","INV0217327","2025-09-03","2025-08-01 9:36","2025-08-01 9:36","2025-08-31","Shipped/Transferred","sa","No","No","Greater Cincinnati Water Works"
"1971733","0","C0002248","3317DL","GCWW Top Adress Letter","DAL","6892916","Kubra","DEST","","E","N0","USD","350.59","0","0","0","350.59","INV0217326","2025-09-03","2025-08-01 6:06","2025-08-01 6:06","2025-08-31","Shipped/Transferred","sa","No","No","Greater Cincinnati Water Works"
"1971623","0","C0002248","3318DL","GCWW Bottom Address Letter","DAL","6892448","Kubra","DEST","","E","N0","USD","23.11","0","0","0","23.11","INV0217327","2025-09-03","2025-08-01 2:36","2025-08-01 2:36","2025-08-31","Shipped/Transferred","sa","No","No","Greater Cincinnati Water Works"
"1972151","0","C0002250","3309NC","Correspondence AFP Mass","NYC","6893811","Kubra","DEST","","E7","N0","USD","109.2","0.69","0","0","109.89","INV0217328","2025-09-03","2025-08-01 17:07","2025-08-01 17:07","2025-08-31","Shipped/Transferred","sa","No","No","Washington Gas"
"1972145","0","C0002250","3310NC","InvoiceAFPColor","NYC","6893773","Kubra","DEST","","E7","N0","USD","421.27","4.65","0","0","425.92","INV0217329","2025-09-03","2025-08-01 17:02","2025-08-01 17:02","2025-08-31","Shipped/Transferred","sa","No","No","Washington Gas"
"1972132","0","C0002250","3310NC","InvoiceAFPColor","NYC","6893761","Kubra","DEST","","E7","N0","USD","336.2","3.64","0","0","339.84","INV0217329","2025-09-03","2025-08-01 16:23","2025-08-01 16:23","2025-08-31","Shipped/Transferred","sa","No","No","Washington Gas"
"1972126","0","C0002250","3310NC","InvoiceAFPColor","NYC","6893725","Kubra","DEST","","E7","N0","USD","217.78","2.42","0","0","220.2","INV0217329","2025-09-03","2025-08-01 16:18","2025-08-01 16:18","2025-08-31","Shipped/Transferred","sa","No","No","Washington Gas"
"1972205","0","C0002255","3314DL","Mason Bill","DAL","6893886","Kubra","DEST","","E","N0","USD","0","0","0","0","0","","","2025-08-01 19:19","2025-08-01 19:19","2025-08-31","Void","sa","No","No","Greater Cincinnati Water Works"
"1972287","0","C0002259","3358DL","Color Notice","DAL","6894053","Kubra","DEST","","E","N45","USD","272.86","0","0","0","272.86","INV0217332","2025-09-03","2025-08-01 21:40","2025-08-01 21:40","2025-08-31","Shipped/Transferred","sa","No","No","Vertex Pinellas County"
"1972252","0","C0002259","3331DL","Color Bill","DAL","6893977","Kubra","DEST","","E","N45","USD","276.21","0","0","0","276.21","INV0217331","2025-09-03","2025-08-01 20:53","2025-08-01 20:53","2025-08-31","Shipped/Transferred","sa","No","No","Vertex Pinellas County"
"1971879","0","C0002268","3416DL","PNG I-doxs","DAL","6893281","Kubra","DEST","","E","N45","USD","150.85","0","0","0","150.85","INV0216196","2025-08-04","2025-08-01 8:29","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Duke Energy"
"1971844","0","C0002268","3416DL","PNG I-doxs","DAL","6893227","Kubra","DEST","","E","N45","USD","14418.2","0","0","0","14418.2","INV0216196","2025-08-04","2025-08-01 8:04","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Duke Energy"
"1972288","0","C0002270","3307DL","Letter","DAL","6894055","Kubra","DEST","","E","N45","USD","5","0","0","0","5","INV0217335","2025-09-03","2025-08-01 21:40","2025-08-01 21:40","2025-08-31","Shipped/Transferred","sa","No","No","Vertex Pinellas County"
"1972251","0","C0002270","3307DL","Letter","DAL","6893976","Kubra","DEST","","E","N45","USD","11.73","0","0","0","11.73","INV0217335","2025-09-03","2025-08-01 20:52","2025-08-01 20:52","2025-08-31","Shipped/Transferred","sa","No","No","Vertex Pinellas County"
"1971656","0","C0002273","11398NC","LUGAPDF","NYC","6892602","Kubra","DEST","","E7","N0","USD","475.8","3.93","0","0","479.73","INV0217336","2025-09-03","2025-08-01 3:10","2025-08-01 3:10","2025-08-31","Shipped/Transferred","sa","No","No","Liberty Utilities"
"1971637","0","C0002273","11398NC","LUGAPDF","NYC","6892564","Kubra","DEST","","E7","N0","USD","41.17","0.57","0","0","41.74","INV0217336","2025-09-03","2025-08-01 2:45","2025-08-01 2:45","2025-08-31","Shipped/Transferred","sa","No","No","Liberty Utilities"
"1972297","0","C0002274","3407NC","Correspondence DEC","NYC","6894059","Kubra","DEST","","E","N0","USD","140.12","0","0","0","140.12","INV0217337","2025-09-03","2025-08-01 22:19","2025-08-01 22:19","2025-08-31","Shipped/Transferred","sa","No","No","Duke Energy"
"1972295","0","C0002274","3407NC","Correspondence DEC","NYC","6894057","Kubra","DEST","","E","N0","USD","121.29","0","0","0","121.29","INV0217337","2025-09-03","2025-08-01 22:18","2025-08-01 22:18","2025-08-31","Shipped/Transferred","sa","No","No","Duke Energy"
"1972277","0","C0002274","3407NC","Correspondence DEC","NYC","6894033","Kubra","DEST","","E","N0","USD","3.32","0","0","0","3.32","INV0217337","2025-09-03","2025-08-01 21:36","2025-08-01 21:36","2025-08-31","Shipped/Transferred","sa","No","No","Duke Energy"
"1972276","0","C0002274","3407NC","Correspondence DEC","NYC","6894032","Kubra","DEST","","E","N0","USD","83.75","0","0","0","83.75","INV0217337","2025-09-03","2025-08-01 21:36","2025-08-01 21:36","2025-08-31","Shipped/Transferred","sa","No","No","Duke Energy"
"1971564","0","C0002274","3407NC","Correspondence DEC","NYC","6892351","Kubra","DEST","","E","N0","USD","874.58","0","0","0","874.58","INV0217337","2025-09-03","2025-08-01 1:38","2025-08-01 1:38","2025-08-31","Shipped/Transferred","sa","No","No","Duke Energy"
"1971532","0","C0002274","3407NC","Correspondence DEC","NYC","6892300","Kubra","DEST","","E","N0","USD","73.32","0","0","0","73.32","INV0217337","2025-09-03","2025-08-01 1:23","2025-08-01 1:23","2025-08-31","Shipped/Transferred","sa","No","No","Duke Energy"
"1971529","0","C0002274","3407NC","Correspondence DEC","NYC","6892297","Kubra","DEST","","E","N0","USD","93.21","0","0","0","93.21","INV0217337","2025-09-03","2025-08-01 1:22","2025-08-01 1:22","2025-08-31","Shipped/Transferred","sa","No","No","Duke Energy"
"1971527","0","C0002274","3407NC","Correspondence DEC","NYC","6892295","Kubra","DEST","","E","N0","USD","114.52","0","0","0","114.52","INV0217337","2025-09-03","2025-08-01 1:20","2025-08-01 1:20","2025-08-31","Shipped/Transferred","sa","No","No","Duke Energy"
"1971524","0","C0002274","3407NC","Correspondence DEC","NYC","6892292","Kubra","DEST","","E","N0","USD","340.49","0","0","0","340.49","INV0217337","2025-09-03","2025-08-01 1:19","2025-08-01 1:19","2025-08-31","Shipped/Transferred","sa","No","No","Duke Energy"
"1972303","0","C0002275","3408DL","Correspondence DEF","DAL","6894081","Kubra","DEST","","E","N0","USD","1232.07","0","0","0","1232.07","INV0217338","2025-09-03","2025-08-01 22:22","2025-08-01 22:22","2025-08-31","Shipped/Transferred","sa","No","No","Duke Energy"
"1972300","0","C0002275","3408DL","Correspondence DEF","DAL","6894063","Kubra","DEST","","E","N0","USD","83.72","0","0","0","83.72","INV0217338","2025-09-03","2025-08-01 22:20","2025-08-01 22:20","2025-08-31","Shipped/Transferred","sa","No","No","Duke Energy"
"1972299","0","C0002275","3408DL","Correspondence DEF","DAL","6894061","Kubra","DEST","","E","N0","USD","81.4","0","0","0","81.4","INV0217338","2025-09-03","2025-08-01 22:20","2025-08-01 22:20","2025-08-31","Shipped/Transferred","sa","No","No","Duke Energy"
"1972298","0","C0002275","3408DL","Correspondence DEF","DAL","6894060","Kubra","DEST","","E","N0","USD","45.36","0","0","0","45.36","INV0217338","2025-09-03","2025-08-01 22:19","2025-08-01 22:19","2025-08-31","Shipped/Transferred","sa","No","No","Duke Energy"
"1971555","0","C0002275","3408DL","Correspondence DEF","DAL","6892333","Kubra","DEST","","E","N0","USD","68.12","0","0","0","68.12","INV0217338","2025-09-03","2025-08-01 1:33","2025-08-01 1:33","2025-08-31","Shipped/Transferred","sa","No","No","Duke Energy"
"1971554","0","C0002275","3408DL","Correspondence DEF","DAL","6892332","Kubra","DEST","","E","N0","USD","966.79","0","0","0","966.79","INV0217338","2025-09-03","2025-08-01 1:33","2025-08-01 1:33","2025-08-31","Shipped/Transferred","sa","No","No","Duke Energy"
"1971553","0","C0002275","3408DL","Correspondence DEF","DAL","6892331","Kubra","DEST","","E","N0","USD","72.67","0","0","0","72.67","INV0217338","2025-09-03","2025-08-01 1:32","2025-08-01 1:32","2025-08-31","Shipped/Transferred","sa","No","No","Duke Energy"
"1971552","0","C0002275","3408DL","Correspondence DEF","DAL","6892330","Kubra","DEST","","E","N0","USD","155.35","0","0","0","155.35","INV0217338","2025-09-03","2025-08-01 1:32","2025-08-01 1:32","2025-08-31","Shipped/Transferred","sa","No","No","Duke Energy"
